,kNN_py_pred,SVM_py_pred,RF_py_pred
0,0.054274229036151936,0.10811404581944901,0.034880746706908376
1,0.05922232705741319,0.04381702940254991,0.011851740761306082
2,0.05922232705741319,0.015902970765418634,0.01565654352980675
3,0.6293158400328492,0.6385121237785333,0.18698634416861126
4,0.21979511898221027,0.4322352848889067,0.06004488131834623
5,0.07778425775526365,0.02384644416822538,0.032579096730270825
6,0.07842181191536551,0.2817555502878296,0.04831601171070545
7,0.09586893537062077,0.139250330407002,0.020196573438260847
8,0.04391362488248875,0.24409550499325577,0.09341181021503063
9,0.18109679249475905,0.4404916650122569,0.17422311210009855
10,0.0672808878355181,0.057572992020801725,0.025703313975518994
11,0.0672808878355181,0.057572992020801725,0.02548457685517862
12,0.22465469004572403,0.5185314514681281,0.08357125801590042
13,0.073383362930063,0.3786875983560937,0.05059073667152143
14,0.28466423123468365,0.40746541035035827,0.21411853833359096
15,0.13207898976735094,0.6790799684707212,0.3710667841185461
16,0.1356965815462908,0.5838368863544661,0.21720734969940428
17,0.07702007629794848,0.37831183462215445,0.0507983226976372
18,0.09284859516928631,0.07636948340589288,0.038417365821225465
19,0.8995264780593534,0.830485672317967,0.9739084638468452
20,0.15352503100520298,0.7580502843161983,0.7270809049057539
21,0.024070590076071496,0.08404251259261997,0.03722578859530524
22,0.8480955715700952,0.6978489710553765,0.7425615042451231
23,0.01487220660768241,0.022630816799532123,0.02855654554361508
24,0.16171540694856645,0.6153261723723713,0.5801399532032248
25,0.07966541415738582,0.44043239181528043,0.06403912025477726
26,0.26838959603226137,0.7209780895891634,0.6179354068902687
27,0.18109679249475905,0.33933556502880724,0.07122891676156057
28,0.08842886150121738,0.270470272545708,0.1703819536868431
29,0.028025835118331798,0.06082806811891993,0.025168688588415963
30,0.06260064382560275,0.25223042797150363,0.06848100319587891
31,0.051540153291243375,0.1104244260347578,0.07978673421698237
32,0.06270641643117887,0.14238856685048265,0.019479963199085897
33,0.07465896827309111,0.4397798572345668,0.05352871435377844
34,0.12586337633627304,0.2142162555876401,0.019029133958371473
35,0.04800750887793005,0.04991763644315379,0.05582493220219304
36,0.10149428266601689,0.16986988464462552,0.05829544602573254
37,0.036599055253228166,0.13611763967434068,0.0857881969400527
38,0.10582917684510106,0.23754638124001012,0.11070829415886255
39,0.10037477053265093,0.20675174819840572,0.06738493709083386
40,0.23936778195930386,0.36081965976819197,0.08194332269568903
41,0.18109679249475905,0.27021469987272295,0.06509870985349513
42,0.0689104928934446,0.6727696977885308,0.36376163381869553
43,0.07465896827309111,0.43963195710921454,0.04997590500667091
44,0.019840776450390372,0.04735801687073679,0.05778328496714922
45,0.06758791788332089,0.25753132798343276,0.1836938948215891
46,0.01778479172304781,0.262340820157452,0.02329669924986853
47,0.07817345711053562,0.2098825670756639,0.07540366941140562
48,0.023223623173653948,0.4409868091442085,0.16718523007933575
49,0.05823819211759181,0.006264614751057641,0.018717553352957703
50,0.19453239197693611,0.6078480338089194,0.26021598436909316
51,0.042245333377040686,0.06816225095422805,0.02793155568451185
52,0.03191421305175822,0.1400809804793276,0.029400809603839957
53,0.05270578503405417,0.1442387514273606,0.02254970612376782
54,0.018157941495200343,0.018959264013777732,0.01695881418351417
55,0.08001748564421048,0.07452405898263026,0.09653888230471831
56,0.04061254729395357,0.050905598814888695,0.026604755756100284
57,0.02063604780387517,0.010304538381520179,0.03822630859193513
58,0.7974103209559773,0.8959438221688929,0.9492575824278932
59,0.04024790256588291,0.1190899505036097,0.035083170449049655
60,0.026968623277461357,0.011935165473786558,0.01060594628643971
61,0.18109679249475905,0.2879334117160449,0.07891551444023588
62,0.02463100980484167,0.005093734509608779,0.015495517456964158
63,0.03074216409217544,0.17999447247760345,0.018120968768554818
64,0.052944918789189534,0.20046158239800688,0.025127460640643702
65,0.04061254729395357,0.14162650479610603,0.0240107432968569
66,0.014978794299067868,0.0878678571198052,0.0406492868989412
67,0.30351501694587874,0.2525470024420161,0.36007257362010414
68,0.0797476429731764,0.3590702964745683,0.11862641207077293
69,0.03500940886594415,0.08096075850853424,0.02526475280156635
70,0.14837632243846965,0.5995008559311106,0.10568924100048432
71,0.07279217192668393,0.41615119412062795,0.20301266589656072
72,0.06706485516124805,0.033962205490949415,0.042525654354728645
73,0.017366467593137754,0.013682033184071803,0.009410531843099106
74,0.02174242177004175,0.011928336914684087,0.013725608138834479
75,0.12586337633627304,0.42890396249299617,0.0521544587462955
76,0.021407069412675294,0.027336094247005095,0.037117759718226055
77,0.02004189366086413,0.2684706606468587,0.032185115038268174
78,0.04061254729395357,0.07819871726029191,0.05694820966299615
79,0.058346842330071855,0.2748417754614892,0.10890373092032213
80,0.5200782753572082,0.00227319089160274,0.4603880058691865
81,0.013250366718428103,0.02301386241221308,0.012399179549595025
82,0.025910333978637096,0.039665881552489124,0.020523752722378472
83,0.8556464314541053,0.7172439007140372,0.9736154120836908
84,0.7688168952278206,0.8097827978791352,0.9658545176934842
85,0.8325234997790933,0.8555381999790881,0.9608636744901138
86,0.023029665401819797,0.008187736667125245,0.028273696995681996
87,0.01568780874329879,0.09712208699278731,0.035651924735224765
88,0.3992839167747727,0.19947520571835428,0.2449534483492328
89,0.06270641643117887,0.11004925066180275,0.036146639868830634
90,0.013250366718428103,0.02301386241221308,0.012399179549595025
91,0.24526645231012387,0.32741906024660866,0.24064587874416912
92,0.03873862504622703,0.03031550214143867,0.012912855456463859
93,0.26598501608525355,0.18869838205593809,0.1900329141430306
94,0.04791797791548051,0.5565241732360541,0.5248091324369694
95,0.036896447640861085,0.3521680400738915,0.05789561073743021
96,0.5384331844913443,0.6919323098393172,0.6525650165337958
97,0.03733743447680635,0.019478684161096143,0.013810735510258977
98,0.030967417077343018,0.018536358651642847,0.029423658294168514
99,0.06611723205155903,0.07535125792966156,0.07975177819316735
100,0.13354545598599266,0.22559058980522498,0.04349986073049669
101,0.020805762793522684,0.01640806755348422,0.009781756197691876
102,0.014978794299067844,0.019831125088032264,0.009347348536522694
103,0.024147158777291167,0.04316677347403371,0.02483632923421689
104,0.038218099603207614,0.5750378103490402,0.10003732236912895
105,0.052303062639977825,0.3364878095718423,0.06126318213698015
106,0.052656470097606094,0.10953300000805588,0.04664134936392711
107,0.07443598358018007,0.20124017889071755,0.01745100979189443
108,0.041343724204666546,0.06709849092281771,0.03996975737876081
109,0.029023588460634776,0.2617389602320902,0.04927898348843206
110,0.14233029342760248,0.6577714740961623,0.42148637784728243
111,0.044217757419620835,0.0024775708450954993,0.015896263777765842
112,0.3956284535840861,0.39268250755657,0.2663942888612851
113,0.7429801194922081,0.5745421182170092,0.39944449594391856
114,0.4153294831651017,0.4789141226547779,0.5289425498188137
115,0.18146135694593443,0.32932406937617514,0.4956778209337293
116,0.6858224072214073,0.8973733218622051,0.9091982281676961
117,0.3440570203630301,0.47728298721320567,0.589815390314885
118,0.06368270129360398,0.2505414278239798,0.040401078764089084
119,0.584060402466085,0.5096263106861004,0.5013456618321455
120,0.14747324614563334,0.5695844446750389,0.1048719805398716
121,0.21763644610361674,0.5148539278523382,0.4519473725855381
122,0.024797354756214147,0.20226942441039844,0.03678524959387144
123,0.18109679249475905,0.32746989298198176,0.08254860048392168
124,0.029030348344501668,0.002017563137714768,0.014375569041778315
125,0.061633176795577574,0.08338397955510476,0.06287114024128058
126,0.025863961805288396,0.02966821490496699,0.023043752894778103
127,0.012946077901861136,0.05354802118070849,0.024643180594518196
128,0.08442480743768005,0.20204268238456327,0.06633525087118051
129,0.3465537334558082,0.5913553049397638,0.6042507486639862
130,0.02298314094848026,0.004077427784606694,0.031519251480758195
131,0.02903034834450164,0.0020175825816745796,0.014375569041778315
132,0.14187334610994723,0.6369091710794613,0.4329648266861583
133,0.049903696811527495,0.010004160943771755,0.015827805470444958
134,0.02993877461078913,0.09652997910068896,0.03100091885635415
135,0.02764777512491301,0.04274281640799668,0.01690316552046815
136,0.01688742910081409,0.14751769144550184,0.04159338933588035
137,0.029849040466958847,0.22633471710699848,0.03891214299255699
138,0.027962373976658395,0.06380796169415269,0.024040384300783445
139,0.07279278659300875,0.04278353919464961,0.02336252364663272
140,0.02558722198825564,0.029066514039955686,0.015087031794255653
