CMPD_CHEMBLID,CANONICAL_SMILES,STANDARD_TYPE,RELATION,STANDARD_VALUE,STANDARD_UNITS,CL (mL/min*kg),PUBMED_ID,JOURNAL,YEAR,VOLUME,ISSUE,FIRST_PAGE,Washed_SMILES,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
CHEMBL1089173,Clc1ccc(cc1)-c1n[nH]c(c1-c1ncncc1)C1CCN(CC1)C(=O)C,T1/2,=,1.7,hr,6.4204412,20227876,Bioorg. Med. Chem. Lett.,2010,20,8,2634,Clc1ccc(cc1)-c1n[nH]c(c1-c1ncncc1)C1CCN(CC1)C(=O)C,57.01786,0,0,3,4,5,0,17,0,47,2,7,27,19,76.578911,1.6293385,0,0,20,1,0,20,0,5,1,0,0,1.4556464,-2.7510421,-0.61877149,0.67329139,2.7085824,-2.7610915,-0.5039525,0.76715755,2.7571187,-2.4878421,-0.4459298,0.86095977,2.9680977,28.522141,4,0.13333334,17,50,1,30,2,4,0.13333334,32,0,18.802753,15.778225,11.947229,13.396976,13.13103,9.3710976,6.0485473,7.6017551,0,0,0.76949716,13,0,-0.85265219,-0.38396907,0.062779807,2.7662511,-0.96220398,-0.28771159,0.14721675,2.8483109,-0.51823997,-0.20031458,0.26960853,3.0352259,20.280001,9.212018,4.6094184,15.253913,6.8475099,3.396256,3.8685672,6,1,1,0,2.6159999,-4.9372602,10.61939,0,1,23,1,4,5,0,0,0,1.890373,-1.890373,0.11659065,0.1811381,128.69925,32.291866,32.201862,8.6190128,12.949531,0,0,54.167339,54.091755,0,9.4210396,11.365152,17.442276,0,0.88440949,0.40550292,0.079743944,0.11559049,0.59449708,0.035846543,319.49213,146.48756,28.807428,41.756958,214.76152,12.949531,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,361.24908,0,0,0,361.24908,0,7,0,4,0,0,1,3.9130001,0,58.617165,40.525223,36.879158,2.7567475,0,7.9114027,134.10045,37.736813,72.474655,10.42887,23.862217,53.358379,16.663008,10.66815,11.884645,159.95262,42.137939,72.474655,74.769997,0.41024774,5.9068904,3.4144006,9.2348909,361.24908,496.25522,24.932074,0,0,0,261.79239,37.740047,43.774151,381.867,1817,43,144
CHEMBL1089197,Clc1ccc(cc1)-c1n[nH]c(c1-c1ccncc1)C1CCN(CC1)CCOC,T1/2,=,0.35800001,hr,30.488129,20227876,Bioorg. Med. Chem. Lett.,2010,20,8,2634,Clc1ccc(cc1)-c1n[nH]c(c1-c1ccncc1)C1CCN(CC1)CCOC,62.771824,0,0,3,4,5,0,17,0,53,2,7,28,23,81.375885,1.5353941,0,0,22,1,0,25,0,4,1,0,0,1.4103193,-2.785109,-0.60319334,0.65936583,2.720309,-2.811909,-0.46595854,0.80591482,2.7649288,-2.5176175,-0.41772828,0.85431087,2.9828687,33.626175,6,0.19354838,17,56,0,31,5,6,0.19354838,39,0,19.346724,16.822577,13.438793,14.940947,13.758351,10.096721,6.6705561,8.4326534,0,0,0.7360732,15,0,-0.85369498,-0.3747687,0.060390662,2.829556,-0.95847076,-0.26386139,0.16445385,2.9167118,-0.51906073,-0.18738525,0.19305076,3.0973577,21.240376,10.346939,5.2016006,17.162882,8.2906609,4.1430006,5.0818443,5,1,1,0,4.1440001,-4.7740502,11.375908,0,1,23,1,4,8,1,0,0,1.8168722,-1.8168722,0.10377983,0.21009316,134.23744,70.401314,6.6995511,8.6190128,0,0,0,95.015434,54.091755,0,9.4210396,0,9.5579309,2.503756,0.96911591,0.43679714,0.030884067,0.030884067,0.56320286,0,378.48553,170.58992,12.061687,12.061687,219.95731,0,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,390.54721,0,0,0,390.54721,0,8,0,4,0,0,1,4.6178999,0,36.572849,27.662895,76.244995,2.7567475,35.383869,7.9114027,152.60129,37.736813,39.148643,11.25557,10.999887,36.572849,16.663008,10.66815,12.313473,178.02463,76.244995,74.532509,54.040001,0.39893496,5.9541965,3.5521815,9.3267002,390.54721,539.24255,8.1863317,0,0,0,342.01733,0,27.028412,396.922,2085,43,146
CHEMBL1090173,Clc1ccc(cc1)-c1[nH]nc(c1-c1ncncc1)C1CCN(CC1)C(=O)CO,T1/2,=,2,hr,5.457375,20363126,Bioorg. Med. Chem. Lett.,2010,20,9,2897,Clc1ccc(cc1)-c1[nH]nc(c1-c1ncncc1)C1CCN(CC1)C(=O)CO,57.819859,0,0,2,3,6,0,17,0,48,3,9,28,19,81.591438,1.6998216,0,0,20,1,0,20,0,5,2,0,0,1.4387172,-2.747282,-0.64058906,0.69124269,2.7111933,-2.7720273,-0.54525721,0.75873643,2.754144,-2.4868946,-0.48776805,0.85796171,2.9673843,28.522141,5,0.16129032,17,51,1,31,3,5,0.16129032,33,0,19.509861,15.932546,11.654336,13.104083,13.669035,9.5408792,5.9021006,7.432653,0,0,0.7882008,14,0,-0.84889954,-0.39911771,0.091642544,2.770601,-0.97310036,-0.3095665,0.11653926,2.8443177,-0.51873749,-0.22171979,0.25498387,3.0377545,21.240376,9.8712816,4.8549266,16.151644,7.4248357,3.6234133,4.2829752,7,2,1,0,1.796,-4.7273598,10.809588,0,1,23,1,4,6,0,0,0,2.2713997,-2.2713997,0.1096247,0.16975833,90.455864,54.221741,40.453606,8.6190128,23.273705,0,0,54.167339,54.091755,0,9.4210396,11.365152,17.442276,7.7675405,0.83880407,0.41546947,0.098510727,0.16119593,0.58453053,0.062685207,311.43036,154.2551,36.574966,59.848671,217.02393,23.273705,0.5,1,0,0,0,0,1,0,0,0,1,0,371.27902,0,0,0,371.27902,0,7,0,4,0,0,1,2.8854001,25.385227,58.617165,40.525223,57.805416,2.7567475,0,7.9114027,134.10045,37.736813,39.148643,10.57005,23.862217,78.743607,16.663008,10.66815,11.884645,159.95262,63.064198,39.148643,95,0.39893496,5.9541965,3.4922061,9.3352327,371.27902,504.77744,24.932074,0,0,0,254.44241,37.740047,57.341072,397.866,2037,45,148
CHEMBL1091080,O1CCN(CC1)CCC(=O)c1cc2CC(COc2cc1)c1[nH]c2cc(ccc2n1)-c1nc(ncc1)N,T1/2,=,0.25,hr,43.659,20392639,Bioorg. Med. Chem. Lett.,2010,20,10,3107,O1CCN(CC1)CCC(=O)c1cc2CC(COc2cc1)c1[nH]c2cc(ccc2n1)-c1nc(ncc1)N,75.196205,0,0,3,4,8,0,21,0,64,3,11,36,24,100.74744,1.5741787,0,0,27,0,0,28,0,6,3,0,0,0.98174381,-2.7186627,-0.63680369,0.61506587,2.6458025,-2.8251271,-0.56019706,0.68922532,2.6320236,-2.4508281,-0.44730943,0.81062454,2.9031935,41.339794,6,0.14634146,22,69,1,41,3,6,0.14634146,46,0,24.484552,19.943956,15.853006,17.664562,17.619326,12.29822,7.9103546,9.9738941,1,1,0.74718493,20,0,-0.84750533,-0.44172174,0.053428967,2.7958531,-1.3351336,-0.3262718,0.14086065,2.8642912,-0.51591045,-0.21256152,0.19262892,3.066709,26.234385,12.027349,6.2702169,19.438171,8.8299456,4.573688,4.7677217,9,3,1,0,1.489,-5.5714402,13.578094,1,1,33,0,6,9,3,0,0,2.8814306,-2.8814306,0.069162279,0.13092194,116.36053,133.12645,28.428589,32.759106,0,0,0,84.439278,12.254904,0,0,17.047728,20.21804,5.1444035,0.90570885,0.30927265,0.094291128,0.094291128,0.69072735,0,407.36887,139.10435,42.410172,42.410172,310.67468,0,0.5,1,0,0,0,0,1,0,0,0,1,0,449.77902,0,0,0,449.77902,0,10,1,6,0,0,1,3.22577,43.897076,59.168514,27.785418,118.09751,32.561287,18.868406,4.4107962,150.94725,18.868406,7.1425209,13.61206,34.862103,64.480789,16.78553,18.353294,12.129689,211.35065,123.78512,0,119.25,0.34029734,6.3575521,4.0667272,10.011018,449.77902,648.51416,29.939585,0,0,17.742489,327.04123,35.330658,59.047226,484.56,4690,58,198
CHEMBL1091105,Fc1cc(CNC(=O)[C@H]2NCCC2)c(OC)cc1OC1CCC(CC1)(C)C,T1/2,=,1.67,hr,6.5357785,20392639,Bioorg. Med. Chem. Lett.,2010,20,10,3107,Fc1cc(CNC(=O)[C@H]2NCCC2)c(OC)cc1OC1CCC(CC1)(C)C,62.793583,0,0,3,4,4,0,6,0,58,2,6,27,21,87.189262,1.5032631,0,0,21,0,1,31,0,2,3,0,0,1.4632574,-2.8351667,-0.42783785,0.36671332,2.7891505,-2.7477005,-0.39732361,0.55130327,2.8931015,-2.5862303,-0.26234585,0.55553299,3.0377283,41.202415,6,0.20689656,6,60,1,29,4,7,0.24137931,53,0,19.440947,16.568964,13.966255,14.612519,12.876142,9.9198675,7.2287807,7.973093,1,0,0.71992362,15,0,-0.84004539,-0.34158045,0.010697656,2.8110805,-1.1576996,-0.31423885,0.12007947,2.9037466,-0.53144956,-0.19450159,0.10792872,3.0443137,21.702734,9.6668653,5.9903998,18.62394,8.2441769,5.0852909,5.6866322,5,2,1,0,4.3379998,-4.7476501,10.423451,0,1,17,1,3,9,0,0,0,2.1991572,-2.1991572,0.10833406,0.15942441,137.96115,54.897884,17.077532,17.639858,12.949531,0,0,77.655106,37.495354,0,0,11.908636,13.566921,5.2812943,0.88689798,0.37757441,0.079591624,0.11310202,0.62242556,0.033510394,342.72687,145.90732,30.756851,43.706383,240.52596,12.949531,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,386.43326,0,0,0,386.43326,0,8,0,3,0,0,0.33333334,3.8164999,58.021278,5.2587838,43.433853,18.439579,3.185575,35.383869,0,35.286369,113.21043,110.53857,10.26934,23.862217,36.959888,45.142521,24.123049,0,166.93639,23.698362,102.0359,59.59,0.40063059,5.8579812,3.6894634,9.1907797,386.43326,525.73352,18.574432,0,0,5.6825762,316.75543,12.949531,29.939585,378.48798,2081,39,140
CHEMBL1091921,Clc1ccc(cc1)-c1n[nH]c(c1-c1ccncc1)C1CCN(CC1)C(=O)C,T1/2,=,0.722,hr,15.117382,20227876,Bioorg. Med. Chem. Lett.,2010,20,8,2634,Clc1ccc(cc1)-c1n[nH]c(c1-c1ccncc1)C1CCN(CC1)C(=O)C,58.344654,0,0,3,4,4,0,17,0,48,2,6,27,21,75.600868,1.575018,0,0,21,1,0,21,0,4,1,0,0,1.4556464,-2.7512949,-0.62988824,0.70829624,2.7082953,-2.7610855,-0.53807992,0.80591482,2.7577512,-2.4878712,-0.49986199,0.85781902,2.9683182,28.295347,4,0.13333334,17,51,1,30,2,4,0.13333334,33,0,18.802753,15.908362,12.52458,14.104083,13.13103,9.5113001,6.6705561,8.5100031,0,0,0.75372213,13,0,-0.85271269,-0.38529074,0.086643256,2.7838924,-0.96220273,-0.27589816,0.16445385,2.8787034,-0.51825005,-0.21605732,0.23166208,3.0576408,20.280001,9.212018,4.6094184,15.330501,6.8833923,3.4146109,3.908365,5,1,1,0,3.799,-4.8074598,10.795966,0,1,23,1,4,5,1,0,0,1.7400421,-1.7400421,0.12666349,0.19678752,145.44516,34.123089,6.6995511,8.6190128,12.949531,0,0,68.630783,54.091755,0,9.4210396,0,23.124851,0,0.9006502,0.42761329,0.063686445,0.099349789,0.57238674,0.035663344,327.0304,155.26843,23.124851,36.074383,207.83635,12.949531,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,363.10477,0,0,0,363.10477,0,7,0,4,0,0,1,4.5180001,0,41.831635,40.525223,36.879158,2.7567475,0,7.9114027,152.60129,37.736813,72.474655,10.64937,23.862217,36.572849,16.663008,10.66815,12.313473,178.02463,42.137939,72.474655,61.880001,0.41024774,5.9068904,3.4144006,9.2348909,363.10477,505.33078,19.249496,0,0,0,293.40939,12.949531,38.091576,380.879,1817,43,144
CHEMBL1091922,Clc1ccc(cc1)-c1n[nH]c(c1-c1ccncc1)C1CCN(CC1)C(=O)CO,T1/2,=,1.03,hr,10.596845,20227876,Bioorg. Med. Chem. Lett.,2010,20,8,2634,Clc1ccc(cc1)-c1n[nH]c(c1-c1ccncc1)C1CCN(CC1)C(=O)CO,59.146652,0,0,3,4,5,0,17,0,49,3,8,28,21,80.643448,1.6457847,0,0,21,1,0,21,0,4,2,0,0,1.4387062,-2.7504063,-0.64046514,0.70173883,2.7105968,-2.7727637,-0.53807992,0.80591482,2.7566147,-2.4882643,-0.49986199,0.85431087,2.9691765,28.295347,5,0.16129032,17,52,1,31,3,5,0.16129032,34,0,19.509861,16.062683,12.231687,13.811191,13.669035,9.6810818,6.5241094,8.3409014,0,0,0.77235705,14,0,-0.8503077,-0.3885949,0.096372373,2.7921255,-0.9731186,-0.30008158,0.16445385,2.8786323,-0.51873332,-0.21605732,0.24152359,3.0639279,21.240376,9.8712816,4.8549266,16.229483,7.4621153,3.6421285,4.3252239,6,2,1,0,2.9790001,-4.5975599,10.986632,0,1,23,1,4,6,0,0,0,2.1206918,-2.1206918,0.11741523,0.18182229,113.90133,42.653858,21.650845,8.6190128,23.273705,0,0,68.630783,54.091755,0,9.4210396,0,23.124851,7.7675405,0.85483503,0.43693593,0.082791522,0.14516498,0.56306404,0.062373459,318.96863,163.03596,30.892391,54.166096,210.09875,23.273705,0.5,1,0,0,0,0,1,0,0,0,1,0,373.13474,0,0,0,373.13474,0,7,0,4,0,0,1,3.4904001,25.385227,41.831635,40.525223,57.805416,2.7567475,0,7.9114027,152.60129,37.736813,39.148643,10.79055,23.862217,61.958076,16.663008,10.66815,12.313473,178.02463,63.064198,39.148643,82.110001,0.39893496,5.9541965,3.4922061,9.3352327,373.13474,513.85303,19.249496,0,0,0,286.05942,12.949531,51.658497,396.87799,2037,45,148
CHEMBL1092001,Clc1ccc(cc1)-c1n[nH]c(c1-c1ncncc1)C1CCN(CC1)C1CCOC1,T1/2,=,1.02,hr,10.700735,20227876,Bioorg. Med. Chem. Lett.,2010,20,8,2634,Clc1ccc(cc1)-c1n[nH]c(c1-c1ncncc1)C1CCN(CC1)C1CCOC1,63.205032,0,0,3,4,6,0,17,0,53,2,8,29,22,83.823547,1.5815763,0,0,22,1,0,24,0,5,1,0,0,1.254124,-2.7932353,-0.61876398,0.67352581,2.7675886,-2.8238497,-0.50395095,0.79586184,2.7803917,-2.5271637,-0.44593161,0.8564502,3.0257986,33.852966,4,0.12121212,17,57,0,33,2,4,0.12121212,40,0,19.631182,16.976896,13.1459,14.518297,14.292827,10.595412,6.8650441,8.3409014,1,1,0.75813007,14,0,-0.85167038,-0.38292953,0.062773339,2.8836172,-0.95975298,-0.26418865,0.16317625,2.9460821,-0.52396953,-0.20029815,0.20929228,3.1397471,20.877869,9.6465025,4.6210938,16.924902,7.7579794,3.694628,4.5276914,6,1,1,0,3.1719999,-5.2544599,11.447719,0,1,28,1,5,7,1,0,0,1.9717258,-1.9717258,0.095629632,0.19179443,101.66418,64.304703,32.201862,8.6190128,0,0,0,89.253304,54.091755,0,9.4210396,11.365152,3.8753545,2.503756,0.95297045,0.45192236,0.04702957,0.04702957,0.54807764,0,359.55585,170.51036,17.744263,17.744263,206.78976,0,0.5,1,0,0,0,0,1,0,0,0,1,0,377.30011,0,0,0,377.30011,0,7,0,5,0,0,1,4.1553998,0,53.358379,31.644863,78.731674,2.7567475,0,7.9114027,134.10045,56.605217,39.148643,11.28317,10.999887,53.358379,16.663008,14.650119,11.884645,178.82103,78.731674,39.148643,66.93,0.39679351,6.044394,3.5453165,9.4318333,377.30011,540.70007,13.868908,0,0,0,299.00894,24.790518,32.710987,409.92099,2256,45,158
CHEMBL1092722,Clc1ccc(cc1)-c1n[nH]c(c1-c1ncncc1)C1CCN(CC1)C,T1/2,=,0.51999998,hr,20.989904,20227876,Bioorg. Med. Chem. Lett.,2010,20,8,2634,Clc1ccc(cc1)-c1n[nH]c(c1-c1ncncc1)C1CCN(CC1)C,54.45586,0,0,3,4,5,0,17,0,45,2,7,25,19,68.374565,1.5194348,0,0,19,1,0,20,0,5,0,0,0,1.4847784,-2.7721157,-0.5934186,0.64581281,2.7069204,-2.7769234,-0.46983737,0.8177557,2.7613142,-2.5038624,-0.39200601,0.85908633,2.969954,27.56414,3,0.10714286,17,48,0,28,2,3,0.10714286,31,0,17.225405,14.869977,11.447229,12.819627,12.220346,8.8905802,5.5485473,7.0244045,0,0,0.75185186,12,0,-0.86066854,-0.38285977,0.043770168,2.748476,-0.95240939,-0.27170244,0.18594907,2.839159,-0.518911,-0.18455495,0.23228943,3.0190654,18.367348,8.3471403,4.1352797,14.363488,6.4560828,3.1720853,3.7092748,5,1,1,0,3.043,-4.76121,10.011894,0,1,23,1,4,5,0,0,0,1.6041926,-1.6041926,0.11753914,0.19030711,83.566925,32.291866,32.201862,8.6190128,0,0,0,103.79068,54.091755,0,9.4210396,11.365152,3.8753545,0,0.9550724,0.53812277,0.044927608,0.044927608,0.4618772,0,323.98315,182.54398,15.240507,15.240507,156.67967,0,0.5,1,0,0,0,0,1,0,0,0,1,0,339.22363,0,0,0,339.22363,0,6,0,4,0,0,1,3.9963,0,53.358379,16.663008,36.879158,2.7567475,32.897186,7.9114027,134.10045,37.736813,39.148643,9.9531698,0,53.358379,16.663008,10.66815,11.884645,159.95262,36.879158,72.04583,57.700001,0.43513325,5.8073549,3.2566557,9.0220747,339.22363,470.64722,11.365152,0,0,0,266.28342,24.790518,30.207232,353.85699,1433,39,134
CHEMBL1093007,Clc1ccc(cc1)-c1n[nH]c(c1-c1ncncc1)C1CCN(CC1)CCO,T1/2,=,0.79299998,hr,13.763871,20227876,Bioorg. Med. Chem. Lett.,2010,20,8,2634,Clc1ccc(cc1)-c1n[nH]c(c1-c1ncncc1)C1CCN(CC1)CCO,58.351444,0,0,3,4,6,0,17,0,49,3,9,27,20,78.965088,1.6115323,0,0,20,1,0,22,0,5,1,0,0,1.4397216,-2.7835648,-0.64439249,0.70173895,2.7196438,-2.8117054,-0.53807992,0.80591482,2.7639599,-2.5164745,-0.49986199,0.86031258,2.9816928,29.750553,5,0.16666667,17,52,0,30,4,5,0.16666667,35,0,18.639618,15.731404,11.861443,13.23384,13.258351,9.5758219,6.0485473,7.5244045,0,0,0.76227969,14,0,-0.85370201,-0.38360322,0.081778735,2.7960267,-0.95974761,-0.2791934,0.16445385,2.8728006,-0.51881617,-0.21605732,0.25521883,3.0608637,20.280001,9.6668653,4.7755103,16.170073,7.636385,3.7464161,4.5733666,6,2,1,0,2.349,-4.55867,10.704422,0,1,23,1,4,7,0,0,0,1.979246,-1.979246,0.10582346,0.19893795,92.493866,55.773933,32.201862,8.6190128,10.324173,0,0,80.551987,54.091755,0,9.4210396,11.365152,3.8753545,7.7675405,0.90904903,0.4558782,0.062780209,0.090950951,0.5441218,0.02817074,333.15344,167.07283,23.008047,33.332218,199.41284,10.324173,0.5,1,0,0,0,0,1,0,0,0,1,0,366.48569,0,0,0,366.48569,0,7,0,4,0,0,1,3.3587999,25.385227,53.358379,16.663008,76.244995,2.7567475,0,7.9114027,134.10045,37.736813,39.148643,10.55605,0,78.743607,16.663008,10.66815,11.884645,159.95262,76.244995,39.148643,77.93,0.41024774,5.9068904,3.4530056,9.2303772,366.48569,503.5986,11.365152,0,0,0,274.74191,24.790518,43.774151,383.883,1841,42,142
CHEMBL1093456,Clc1ccc(cc1)-c1n[nH]c(c1-c1ccncc1)C1CCN(CC1)CCO,T1/2,=,0.50800002,hr,21.485729,20227876,Bioorg. Med. Chem. Lett.,2010,20,8,2634,Clc1ccc(cc1)-c1n[nH]c(c1-c1ccncc1)C1CCN(CC1)CCO,59.678238,0,0,3,4,5,0,17,0,50,3,8,27,22,77.912216,1.5582443,0,0,21,1,0,23,0,4,1,0,0,1.4397216,-2.7837536,-0.63714039,0.71485364,2.7193928,-2.8117018,-0.53807992,0.80591482,2.7645395,-2.5164952,-0.49986199,0.85835475,2.9818747,29.523762,5,0.16666667,17,53,0,30,4,5,0.16666667,36,0,18.639618,15.861541,12.438793,13.940947,13.258351,9.7160254,6.6705561,8.4326534,0,0,0.74685836,14,0,-0.85375631,-0.38545653,0.091507815,2.8127308,-0.95974654,-0.27440232,0.16445385,2.90187,-0.51882571,-0.21605732,0.23450249,3.0822442,20.280001,9.6668653,4.7755103,16.249695,7.6755962,3.7662432,4.6194854,5,2,1,0,3.5320001,-4.4288702,10.87983,0,1,23,1,4,7,0,0,0,1.8289152,-1.8289152,0.1145218,0.21529001,109.23978,57.605152,6.6995511,8.6190128,10.324173,0,0,95.015434,54.091755,0,9.4210396,0,9.5579309,7.7675405,0.92493474,0.47742045,0.04703645,0.07506527,0.52257955,0.028028816,340.69171,175.8537,17.32547,27.649643,192.48767,10.324173,0.5,1,0,0,0,0,1,0,0,0,1,0,368.34137,0,0,0,368.34137,0,7,0,4,0,0,1,3.9638,25.385227,36.572849,16.663008,76.244995,2.7567475,0,7.9114027,152.60129,37.736813,39.148643,10.77655,0,61.958076,16.663008,10.66815,12.313473,178.02463,76.244995,39.148643,65.040001,0.41024774,5.9068904,3.4530056,9.2303772,368.34137,512.67419,5.6825762,0,0,0,306.35892,0,38.091576,382.89499,1841,42,142
CHEMBL1094039,S1CC2=C(CC1)c1cc(OC3CCN(CC3)CCC)ccc1NC2=O,T1/2,=,0.87699997,hr,12.445553,20510621,Bioorg. Med. Chem.,2010,18,12,4405,S1CC2=C(CC1)c1cc(OC3CCN(CC3)CCC)ccc1NC2=O,59.24062,0,0,2,3,3,0,6,0,51,1,4,25,20,76.6437,1.5028176,0,0,20,0,0,26,0,2,2,0,1,1.3093953,-2.7857504,-0.45812684,0.47600296,2.7200429,-2.8327947,-0.38611025,0.58396107,2.701884,-2.5218492,-0.28998658,0.64604205,2.9748154,36.217381,4,0.14285715,6,54,2,28,4,4,0.14285715,46,0,17.225405,15.661818,12.673362,13.526733,12.241515,10.543428,6.7187438,7.8064265,0,0,0.72911292,14,0,-0.85752732,-0.36704025,-0.027152218,2.781718,-0.99848545,-0.30152741,0.14256714,2.8609083,-0.52591342,-0.17582901,0.21335404,3.0542336,18.367348,8.3471403,4.1352797,16.173058,7.3090377,3.6058869,4.7283797,4,1,1,0,3.267,-4.2866402,10.223588,0,1,22,1,4,6,0,0,0,1.6586331,-1.6586331,0.15278557,0.20581734,137.75175,30.424992,0,8.6190128,0,12.949531,0,97.648201,18.747677,0,19.760618,0,13.566921,2.6406472,0.91477257,0.44536656,0.0473754,0.085227422,0.55463344,0.037852023,312.95227,152.36407,16.207567,29.157099,189.7453,12.949531,0.5,1,0,0,0,0,1,0,0,0,1,0,342.10938,0,0,0,342.10938,0,7,0,4,0,0,0.60000002,3.7823999,10.999887,26.393848,30.330866,89.785866,3.185575,3.185575,0,56.115128,75.473625,73.545731,10.43157,23.862217,14.124202,0,18.083227,23.953074,128.40317,95.044647,65.545555,41.57,0.43513325,5.8073549,3.544414,8.961441,342.10938,491.7016,16.070677,0,0,5.6825762,286.53836,12.949531,21.753254,358.50598,1604,41,134
CHEMBL1094556,O(C)c1cc(N2CCN(CC2)C2CCN(CC2)c2c3ncc(cc3ccc2)C)c2ncccc2c1,T1/2,=,0.033300001,hr,327.77026,20510621,Bioorg. Med. Chem.,2010,18,12,4405,O(C)c1cc(N2CCN(CC2)C2CCN(CC2)c2c3ncc(cc3ccc2)C)c2ncccc2c1,79.346169,0,0,3,4,4,0,20,0,68,0,4,35,29,94.991379,1.396932,0,0,29,0,0,33,0,5,1,0,0,0.99541962,-2.8385146,-0.55595773,0.56578028,2.7535913,-2.9273248,-0.4754965,0.67513484,2.7131541,-2.5540214,-0.38422054,0.74610859,3.0329127,46.571831,4,0.1,22,73,0,40,2,4,0.1,51,0,23.777445,20.652023,18.007708,19.924074,17.191004,12.715344,8.536581,10.809663,0,0,0.69273925,18,0,-0.85381567,-0.40411082,0.019639736,2.986268,-0.98879939,-0.36006752,0.1310139,3.0314038,-0.51916218,-0.18688752,0.15475053,3.2587166,25.2875,11.396122,5.4400001,19.18321,8.5702791,4.0653524,4.697299,6,0,1,0,4.2940001,-5.02108,13.927725,0,1,34,0,6,8,3,0,0,2.1414037,-2.1414037,0.041581988,0.16243623,243.9133,77.30764,0,0,0,0,0,99.633362,36.764713,0,0,0,11.365152,2.503756,0.97058481,0.31870803,0.029415194,0.029415194,0.681292,0,457.61902,150.26698,13.868908,13.868908,321.22095,0,0.5,1,0,0,0,0,1,0,0,0,1,0,471.48792,0,0,0,471.48792,0,9,0,6,0,0,1,4.8910198,17.248516,36.695374,3.9819686,110.63747,3.185575,35.383869,0,185.00839,37.736813,44.082939,14.3796,0,47.695259,6.2486277,12.410972,14.947698,213.311,110.63747,68.709885,44.73,0.34815767,6.321928,3.9591317,9.9255848,471.48792,675.026,13.868908,0,0,0,434.12976,0,13.868908,467.617,4230,62,194
